Age,BusinessTravel,DailyRate,Deparment,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
48,Travel_Femalerequently,1051,Sales,42,1,80,12800,10240,Laboratory Technician,16,Technical Degree,1,17-9367380,4,Male,2,4,Married,6,Yes,No,15,2,3,80,1,34,0,3,36,14,8,17,Yes
20,Travel_Femalerequently,602,Sales,40,4,90,14400,11520,Sales Executive,16,Human Resources,1,28-8538771,3,Male,3,3,Single,3,Yes,No,21,3,1,80,3,21,2,3,25,8,0,6,Yes
30,Non-Travel,703,Research & DevelopMaleent,17,2,57,9120,7296,Healthcare Representative,16,Human Resources,1,64-3569654,2,Male,3,2,Single,0,Yes,No,14,4,4,80,0,23,4,1,4,2,5,1,No
46,Travel_Femalerequently,786,Sales,39,4,55,8800,7040,MaleanuFemaleacturing Director,16,Technical Degree,1,18-0146529,3,Male,3,2,Single,7,Yes,No,14,3,2,80,2,14,4,1,24,7,8,8,Yes
32,Travel_Rarely,378,Human Resources,34,3,40,6400,5120,Laboratory Technician,16,Technical Degree,1,67-6896800,1,Female,2,4,Single,6,Yes,No,19,2,2,80,1,24,5,2,9,13,8,1,Yes
18,Travel_Femalerequently,343,Research & DevelopMaleent,8,2,140,22400,17920,MaleanuFemaleacturing Director,16,Life Sciences,1,36-6803118,4,Female,2,4,Married,4,Yes,No,24,2,2,80,1,3,0,2,23,19,3,11,Yes
18,Non-Travel,1296,Research & DevelopMaleent,44,5,50,8000,6400,Research Director,18,Technical Degree,1,16-7429173,2,Male,4,2,Single,6,Yes,No,17,4,1,80,3,9,6,4,33,3,2,15,Yes
31,Travel_Femalerequently,626,Human Resources,3,4,101,16160,12928,Manager,16,Human Resources,1,98-4274556,4,Female,1,2,Single,7,Yes,No,19,2,1,80,2,40,0,2,8,2,7,12,Yes
48,Non-Travel,1389,Research & DevelopMaleent,11,5,91,14560,11648,Sales Executive,16,Sales,1,14-8016833,4,Female,4,3,Single,8,Yes,No,15,3,4,80,2,28,1,3,19,10,7,13,No
20,Travel_Femalerequently,539,Human Resources,11,3,44,7040,5632,Healthcare Representative,16,Life Sciences,1,01-6251539,4,Female,2,2,Single,8,Yes,No,22,1,2,80,1,37,5,3,34,16,1,10,Yes
34,Non-Travel,347,Human Resources,12,5,81,12960,10368,Human Resources,14,Human Resources,1,36-9629508,4,Female,4,4,Single,5,Yes,No,25,3,3,80,2,14,2,4,6,5,4,8,No
20,Non-Travel,1091,Sales,39,2,54,8640,6912,MaleanuFemaleacturing Director,16,Life Sciences,1,70-1978283,1,Male,3,2,Single,8,Yes,No,11,4,3,80,1,5,1,3,21,11,14,3,No
37,Travel_Femalerequently,1042,Research & DevelopMaleent,40,4,32,5120,4096,Laboratory Technician,16,Sales,1,72-3967922,3,Male,4,2,Single,5,Yes,No,22,4,4,80,2,7,0,4,5,20,9,2,Yes
40,Travel_Rarely,301,Sales,49,1,43,6880,5504,Laboratory Technician,16,Other,1,17-5265198,1,Female,2,4,Married,6,Yes,No,13,3,1,80,0,5,6,3,34,2,9,17,Yes
44,Non-Travel,448,Sales,14,5,143,22880,18304,Research Director,20,Sales,1,78-3205995,1,Male,2,3,Married,1,Yes,No,12,2,2,80,2,1,4,4,2,15,3,1,Yes
35,Travel_Rarely,111,Research & DevelopMaleent,45,2,80,12800,10240,Manager,14,Other,1,28-7177325,1,Female,2,3,Married,0,Yes,No,17,3,3,80,0,9,5,1,25,15,10,5,Yes
32,Travel_Rarely,631,Research & DevelopMaleent,15,4,127,20320,16256,Research Director,20,Medical,1,31-7054892,3,Male,2,3,Married,6,Yes,No,22,4,1,80,3,38,2,4,0,15,2,6,No
21,Travel_Rarely,1148,Human Resources,27,4,83,13280,10624,Manager,16,Human Resources,1,84-4483778,3,Female,4,3,Single,7,Yes,No,12,2,1,80,2,31,3,4,18,17,10,8,No
19,Travel_Femalerequently,859,Human Resources,38,3,88,14080,11264,Human Resources,14,Sales,1,43-7957107,3,Female,3,3,Single,3,Yes,No,25,2,2,80,2,23,0,4,4,16,13,13,No
30,Travel_Femalerequently,603,Human Resources,25,1,44,7040,5632,Sales Representative,14,Life Sciences,1,03-9809145,1,Female,1,2,Married,5,Yes,No,20,1,1,80,0,26,0,3,14,5,9,15,No
46,Travel_Rarely,843,Human Resources,28,5,136,21760,17408,MaleanuFemaleacturing Director,14,Technical Degree,1,39-6716047,3,Male,4,3,Single,4,Yes,No,22,3,1,80,3,3,2,3,15,14,14,16,Yes
20,Non-Travel,371,Sales,9,5,87,13920,11136,MaleanuFemaleacturing Director,14,Life Sciences,1,90-9096388,4,Male,2,2,Single,1,Yes,No,24,3,4,80,3,18,5,4,3,7,5,0,No
38,Non-Travel,715,Research & DevelopMaleent,16,3,149,23840,19072,Research Scientist,18,Medical,1,85-5101007,3,Female,1,4,Single,4,Yes,No,14,4,1,80,1,32,1,2,36,15,3,13,Yes
44,Non-Travel,1178,Human Resources,4,1,82,13120,10496,Laboratory Technician,16,Human Resources,1,10-4898716,2,Male,3,4,Single,3,Yes,No,13,2,2,80,1,30,4,2,19,4,11,12,No
56,Travel_Rarely,483,Sales,42,3,121,19360,15488,Manager,14,Other,1,78-8699503,3,Female,1,4,Single,7,Yes,No,14,2,1,80,1,1,1,1,19,11,11,3,No
46,Non-Travel,672,Research & DevelopMaleent,5,1,72,11520,9216,Healthcare Representative,16,Human Resources,1,66-2218774,2,Female,4,2,Married,3,Yes,No,20,3,3,80,1,24,2,1,26,6,10,0,No
46,Non-Travel,502,Sales,20,1,117,18720,14976,Human Resources,14,Technical Degree,1,75-5332711,4,Female,2,4,Married,3,Yes,No,13,2,2,80,1,32,5,2,10,14,8,17,Yes
48,Non-Travel,1488,Research & DevelopMaleent,38,5,30,4800,3840,Research Director,16,Other,1,48-0614759,4,Female,3,1,Married,3,Yes,No,23,2,2,80,2,33,1,2,9,0,2,10,Yes
40,Travel_Femalerequently,961,Sales,34,1,98,15680,12544,Laboratory Technician,18,Technical Degree,1,42-3553227,1,Male,1,1,Married,1,Yes,No,11,3,2,80,0,9,6,3,12,3,8,5,No
35,Non-Travel,1090,Human Resources,27,1,92,14720,11776,Laboratory Technician,14,Sales,1,15-1124728,3,Female,3,1,Single,6,Yes,No,16,1,3,80,0,2,1,2,33,7,13,14,No
32,Travel_Femalerequently,429,Human Resources,25,4,68,10880,8704,Research Scientist,18,Human Resources,1,47-7861863,1,Female,1,1,Married,6,Yes,No,10,3,3,80,2,17,2,2,5,4,12,5,No
30,Non-Travel,536,Sales,44,1,98,15680,12544,Sales Representative,18,Other,1,36-5784520,2,Female,3,2,Married,0,Yes,No,20,2,4,80,1,31,1,4,22,14,15,16,Yes
44,Travel_Femalerequently,334,Human Resources,5,5,42,6720,5376,Research Director,20,Life Sciences,1,10-0635735,3,Female,2,3,Single,8,Yes,No,12,1,2,80,3,27,4,4,21,19,8,5,No
44,Non-Travel,902,Research & DevelopMaleent,18,3,52,8320,6656,Manager,18,Medical,1,84-9896530,1,Female,3,4,Married,3,Yes,No,14,2,2,80,2,21,3,2,32,0,1,9,No
41,Travel_Femalerequently,697,Human Resources,43,5,83,13280,10624,MaleanuFemaleacturing Director,14,Human Resources,1,92-0143519,4,Female,4,3,Single,0,Yes,No,24,3,4,80,3,9,0,1,9,16,6,12,No
24,Travel_Rarely,510,Sales,2,3,48,7680,6144,Laboratory Technician,14,Technical Degree,1,76-1175509,3,Female,1,4,Single,5,Yes,No,12,2,4,80,1,16,2,1,18,0,7,0,Yes
21,Travel_Femalerequently,494,Sales,45,3,103,16480,13184,Sales Executive,18,Sales,1,85-4676013,4,Female,2,4,Married,1,Yes,No,24,3,3,80,2,20,4,2,21,2,14,2,No
60,Travel_Femalerequently,1016,Sales,38,5,110,17600,14080,Sales Executive,14,Other,1,90-4560383,2,Male,3,1,Married,8,Yes,No,14,2,4,80,2,6,0,2,21,17,1,0,No
56,Travel_Femalerequently,428,Research & DevelopMaleent,34,1,51,8160,6528,Human Resources,12,Sales,1,96-0325430,1,Male,4,3,Single,2,Yes,No,17,3,4,80,1,39,6,2,13,5,3,10,Yes
26,Non-Travel,763,Research & DevelopMaleent,26,5,72,11520,9216,Human Resources,14,Technical Degree,1,29-6930337,4,Male,1,4,Married,6,Yes,No,18,2,4,80,3,22,1,4,25,14,13,15,Yes
26,Non-Travel,1147,Human Resources,35,3,100,16000,12800,Sales Executive,16,Other,1,58-8213435,4,Female,3,2,Single,5,Yes,No,15,3,4,80,2,25,5,2,15,13,2,7,No
60,Travel_Femalerequently,651,Sales,44,5,71,11360,9088,MaleanuFemaleacturing Director,16,Human Resources,1,36-7442745,1,Female,3,3,Married,3,Yes,No,14,4,2,80,3,30,4,4,20,8,13,6,No
59,Travel_Rarely,822,Research & DevelopMaleent,32,1,144,23040,18432,Healthcare Representative,12,Technical Degree,1,14-8109939,1,Male,3,1,Single,2,Yes,No,23,3,4,80,1,20,2,2,19,11,15,6,Yes
60,Non-Travel,294,Research & DevelopMaleent,40,3,58,9280,7424,Laboratory Technician,16,Medical,1,16-1529207,3,Female,4,3,Single,4,Yes,No,15,3,3,80,2,33,6,3,19,10,3,16,No
28,Non-Travel,487,Research & DevelopMaleent,7,1,62,9920,7936,Sales Representative,16,Medical,1,58-5888535,3,Female,3,1,Single,6,Yes,No,21,1,2,80,0,26,1,1,22,2,2,3,Yes
21,Non-Travel,251,Sales,3,5,95,15200,12160,Human Resources,14,Technical Degree,1,66-1375229,4,Male,2,3,Married,5,Yes,No,10,2,4,80,3,7,5,4,10,8,7,13,Yes
47,Travel_Rarely,477,Sales,37,4,69,11040,8832,Research Director,20,Sales,1,71-4265714,3,Female,4,1,Married,1,Yes,No,12,1,1,80,3,2,0,2,13,3,12,10,Yes
35,Travel_Femalerequently,1268,Human Resources,15,3,44,7040,5632,Healthcare Representative,12,Sales,1,16-5155004,3,Female,2,4,Single,6,Yes,No,17,3,3,80,2,33,4,4,37,7,14,1,Yes
19,Travel_Femalerequently,1201,Research & DevelopMaleent,26,2,38,6080,4864,Laboratory Technician,14,Life Sciences,1,13-3997343,1,Male,1,1,Single,6,Yes,No,12,4,1,80,0,38,2,1,2,8,3,14,Yes
21,Non-Travel,596,Sales,19,3,77,12320,9856,Manager,16,Technical Degree,1,21-9728858,4,Female,3,4,Single,6,Yes,No,10,4,2,80,2,16,5,4,26,12,4,9,Yes
45,Travel_Rarely,329,Sales,49,2,123,19680,15744,Research Director,20,Other,1,49-1199735,2,Male,1,3,Married,7,Yes,No,24,3,4,80,1,10,6,3,18,17,14,13,No
42,Travel_Femalerequently,399,Sales,18,2,133,21280,17024,Research Director,18,Other,1,43-8406744,4,Male,4,2,Married,0,Yes,No,12,4,2,80,1,4,1,4,28,7,4,12,No
23,Travel_Rarely,1413,Research & DevelopMaleent,29,1,81,12960,10368,Laboratory Technician,16,Medical,1,91-1067405,2,Female,1,4,Single,7,Yes,No,11,1,1,80,0,33,3,3,14,7,0,16,No
40,Travel_Femalerequently,1301,Research & DevelopMaleent,37,2,95,15200,12160,Healthcare Representative,12,Life Sciences,1,68-1877223,3,Female,1,2,Married,0,Yes,No,12,3,3,80,0,17,4,3,2,19,4,6,No
23,Non-Travel,765,Sales,18,1,51,8160,6528,Sales Representative,12,Sales,1,81-2702358,3,Male,2,2,Married,7,Yes,No,12,4,3,80,0,10,5,4,24,9,6,13,No
46,Non-Travel,1306,Human Resources,29,1,115,18400,14720,Sales Representative,18,Medical,1,53-7386947,3,Male,3,4,Single,4,Yes,No,19,4,4,80,0,29,0,1,33,16,9,13,No
51,Travel_Rarely,1069,Sales,21,3,65,10400,8320,Laboratory Technician,16,Other,1,90-0200184,3,Male,2,4,Married,1,Yes,No,12,3,2,80,1,4,3,1,23,13,4,0,No
53,Non-Travel,854,Sales,37,5,150,24000,19200,MaleanuFemaleacturing Director,16,Other,1,38-2999190,2,Male,3,4,Married,3,Yes,No,16,2,2,80,3,27,2,3,32,11,10,17,Yes
26,Travel_Femalerequently,964,Research & DevelopMaleent,50,5,74,11840,9472,Sales Executive,14,Technical Degree,1,35-0098200,1,Male,2,1,Married,7,Yes,No,10,4,2,80,2,11,5,3,28,19,13,10,No
57,Non-Travel,1189,Research & DevelopMaleent,2,1,77,12320,9856,Sales Representative,14,Medical,1,56-8359778,1,Male,3,1,Married,7,Yes,No,24,1,2,80,0,8,6,2,9,18,11,5,Yes
40,Travel_Rarely,368,Research & DevelopMaleent,12,3,127,20320,16256,Sales Executive,14,Sales,1,72-8028306,4,Female,4,3,Married,7,Yes,No,20,3,1,80,1,5,1,2,0,13,7,1,Yes
36,Travel_Femalerequently,680,Research & DevelopMaleent,16,4,86,13760,11008,Manager,18,Human Resources,1,74-6621412,2,Male,4,1,Married,0,Yes,No,23,3,2,80,3,13,2,3,31,18,12,5,Yes
40,Travel_Femalerequently,1273,Sales,18,5,58,9280,7424,Research Director,20,Human Resources,1,89-0207992,2,Female,4,2,Single,2,Yes,No,17,1,3,80,2,5,2,1,29,13,6,11,No
60,Non-Travel,433,Human Resources,43,3,113,18080,14464,MaleanuFemaleacturing Director,16,Human Resources,1,34-1920073,4,Female,2,3,Married,5,Yes,No,12,3,3,80,2,7,0,2,39,16,2,4,No
54,Travel_Rarely,158,Sales,34,2,132,21120,16896,Sales Executive,14,Other,1,03-8234151,2,Female,4,2,Single,7,Yes,No,22,1,3,80,1,33,2,3,30,16,14,0,Yes
29,Travel_Rarely,259,Research & DevelopMaleent,12,1,50,8000,6400,Human Resources,14,Life Sciences,1,94-8653220,4,Female,2,4,Married,8,Yes,No,12,2,3,80,0,24,5,1,12,11,14,9,Yes
37,Non-Travel,1243,Human Resources,22,3,119,19040,15232,Research Director,20,Human Resources,1,84-2335660,2,Male,4,2,Single,3,Yes,No,14,3,4,80,2,16,6,1,30,13,10,17,No
20,Non-Travel,462,Sales,48,4,82,13120,10496,Research Director,18,Human Resources,1,14-0510918,1,Female,1,4,Single,8,Yes,No,13,1,1,80,2,33,0,2,23,20,6,0,No
18,Non-Travel,686,Human Resources,13,5,142,22720,18176,Research Director,16,Medical,1,87-8805125,4,Male,2,2,Married,5,Yes,No,13,4,3,80,2,37,4,2,5,16,2,6,No
48,Travel_Rarely,1318,Human Resources,32,3,89,14240,11392,Sales Executive,16,Technical Degree,1,35-9905817,1,Male,4,1,Married,4,Yes,No,11,4,1,80,1,26,4,4,39,9,5,14,Yes
54,Travel_Femalerequently,1367,Sales,20,1,75,12000,9600,Human Resources,16,Life Sciences,1,65-7408492,3,Female,1,3,Single,4,Yes,No,16,3,4,80,0,7,4,3,0,7,1,15,No
52,Non-Travel,1150,Human Resources,1,3,142,22720,18176,Manager,14,Sales,1,27-9217916,2,Female,2,1,Married,7,Yes,No,24,3,1,80,2,17,3,1,10,1,7,7,Yes
38,Travel_Rarely,407,Research & DevelopMaleent,27,1,40,6400,5120,Sales Representative,14,Medical,1,61-0982403,4,Male,2,1,Married,2,Yes,No,17,4,3,80,1,13,5,3,10,5,4,13,No
19,Travel_Rarely,1291,Sales,1,3,80,12800,10240,Manager,18,Medical,1,53-8863883,2,Female,4,4,Married,2,Yes,No,25,2,3,80,2,13,2,2,37,15,7,10,No
31,Travel_Femalerequently,289,Research & DevelopMaleent,5,2,77,12320,9856,Healthcare Representative,12,Medical,1,31-6714210,2,Female,4,2,Single,0,Yes,No,23,1,2,80,1,22,4,1,10,7,10,13,Yes
45,Non-Travel,1437,Research & DevelopMaleent,33,1,133,21280,17024,Human Resources,16,Medical,1,00-7427935,4,Male,4,4,Married,3,Yes,No,17,2,1,80,0,27,0,2,30,17,9,10,Yes
31,Travel_Rarely,248,Human Resources,50,5,41,6560,5248,MaleanuFemaleacturing Director,14,Other,1,67-4901773,1,Male,2,1,Married,1,Yes,No,25,4,3,80,3,2,0,4,3,15,2,16,Yes
20,Travel_Rarely,1035,Human Resources,38,4,34,5440,4352,Sales Representative,18,Life Sciences,1,19-0889565,4,Male,4,1,Single,5,Yes,No,23,3,3,80,3,3,3,2,13,19,0,8,No
23,Travel_Femalerequently,1321,Research & DevelopMaleent,29,4,55,8800,7040,Human Resources,12,Technical Degree,1,12-0645833,1,Male,1,2,Married,0,Yes,No,10,1,1,80,3,29,1,1,37,7,1,15,Yes
36,Travel_Rarely,936,Research & DevelopMaleent,35,1,90,14400,11520,Laboratory Technician,16,Technical Degree,1,92-0598959,4,Female,4,1,Married,0,Yes,No,23,2,3,80,0,8,3,4,36,19,11,16,No
54,Travel_Femalerequently,260,Human Resources,18,2,59,9440,7552,Research Director,16,Life Sciences,1,97-7739541,2,Female,3,2,Married,6,Yes,No,14,4,3,80,1,8,6,2,0,13,0,2,No
55,Travel_Femalerequently,917,Human Resources,29,3,125,20000,16000,Manager,18,Other,1,71-7397917,2,Male,1,1,Single,0,Yes,No,12,2,2,80,1,37,5,4,35,12,9,16,Yes
43,Travel_Femalerequently,1091,Research & DevelopMaleent,49,2,48,7680,6144,Healthcare Representative,12,Life Sciences,1,08-3218640,2,Female,3,3,Married,4,Yes,No,16,1,4,80,1,8,3,1,26,2,8,11,No
51,Non-Travel,383,Sales,18,4,62,9920,7936,Laboratory Technician,16,Sales,1,50-4752073,2,Female,2,3,Single,4,Yes,No,24,4,1,80,3,9,4,4,17,6,10,1,Yes
25,Travel_Rarely,619,Human Resources,4,1,36,5760,4608,Laboratory Technician,16,Technical Degree,1,71-8266226,4,Female,4,2,Married,6,Yes,No,17,2,2,80,1,25,5,4,32,9,14,7,Yes
34,Travel_Femalerequently,705,Research & DevelopMaleent,14,3,95,15200,12160,Sales Executive,18,Other,1,00-4935016,2,Male,3,4,Married,6,Yes,No,10,3,1,80,1,19,5,4,30,18,3,8,Yes
46,Travel_Femalerequently,355,Research & DevelopMaleent,20,2,53,8480,6784,Sales Executive,14,Sales,1,40-6812389,2,Female,4,3,Single,6,Yes,No,24,1,2,80,0,38,0,1,34,6,12,1,Yes
28,Travel_Rarely,1000,Research & DevelopMaleent,3,2,44,7040,5632,Healthcare Representative,14,Life Sciences,1,15-8845305,2,Male,4,3,Single,2,Yes,No,14,2,2,80,0,8,5,3,27,17,9,7,Yes
54,Non-Travel,251,Research & DevelopMaleent,18,2,102,16320,13056,Research Director,20,Life Sciences,1,10-3652898,2,Female,3,2,Married,0,Yes,No,19,4,3,80,1,32,6,3,2,7,5,1,No
59,Travel_Rarely,267,Research & DevelopMaleent,30,5,59,9440,7552,Human Resources,16,Other,1,85-0262013,4,Female,4,1,Single,2,Yes,No,11,3,2,80,3,19,0,1,19,1,9,12,No
18,Travel_Femalerequently,173,Human Resources,47,1,116,18560,14848,Laboratory Technician,14,Sales,1,16-5656622,2,Female,2,2,Single,3,Yes,No,20,2,1,80,0,21,4,1,7,15,14,2,No
40,Non-Travel,1481,Sales,5,2,71,11360,9088,Manager,16,Sales,1,10-7333519,2,Female,4,4,Married,5,Yes,No,14,1,2,80,0,29,2,3,24,7,8,6,Yes
19,Travel_Femalerequently,1396,Research & DevelopMaleent,29,5,99,15840,12672,Sales Executive,16,Technical Degree,1,36-1116613,3,Male,1,4,Single,3,Yes,No,12,1,2,80,2,9,6,3,29,2,2,4,No
40,Non-Travel,1083,Human Resources,28,2,132,21120,16896,Manager,16,Sales,1,55-5201520,2,Female,3,4,Single,6,Yes,No,11,3,1,80,1,15,5,3,16,13,9,0,No
51,Non-Travel,245,Sales,22,4,148,23680,18944,Manager,14,Sales,1,50-4351249,1,Female,4,2,Single,0,Yes,No,13,2,3,80,2,10,2,3,3,0,12,4,No
20,Travel_Femalerequently,1311,Human Resources,45,5,51,8160,6528,Research Scientist,18,Life Sciences,1,18-0141876,2,Female,4,1,Single,4,Yes,No,18,1,1,80,3,27,1,1,20,12,6,7,No
27,Non-Travel,891,Human Resources,27,4,42,6720,5376,Human Resources,12,Human Resources,1,50-5875686,1,Male,1,2,Married,1,Yes,No,14,1,4,80,3,9,2,1,27,0,12,16,No
59,Non-Travel,855,Research & DevelopMaleent,22,5,40,6400,5120,Research Director,16,Human Resources,1,18-6443770,2,Female,3,3,Married,4,Yes,No,14,1,3,80,2,29,0,2,15,15,6,6,No
25,Travel_Rarely,711,Sales,27,4,33,5280,4224,Laboratory Technician,16,Life Sciences,1,40-2506787,1,Male,3,1,Single,6,Yes,No,17,1,4,80,3,38,5,2,2,20,14,11,No
54,Travel_Rarely,488,Research & DevelopMaleent,14,1,143,22880,18304,Healthcare Representative,12,Medical,1,32-7699287,2,Female,2,2,Married,8,Yes,No,20,2,2,80,1,20,5,1,23,18,8,2,Yes
35,Travel_Rarely,428,Research & DevelopMaleent,30,1,136,21760,17408,Human Resources,12,Technical Degree,1,65-5636830,1,Male,3,2,Married,5,Yes,No,25,3,4,80,0,31,2,3,20,11,1,14,No
36,Non-Travel,444,Research & DevelopMaleent,27,1,144,23040,18432,Sales Representative,16,Other,1,02-1374467,2,Male,4,2,Married,7,Yes,No,13,2,3,80,1,30,0,1,21,10,5,15,Yes
45,Non-Travel,886,Sales,49,2,128,20480,16384,Manager,18,Technical Degree,1,23-0288527,4,Female,4,3,Married,4,Yes,No,18,4,1,80,1,9,5,4,3,18,11,14,No
23,Travel_Femalerequently,1358,Research & DevelopMaleent,48,2,111,17760,14208,MaleanuFemaleacturing Director,16,Technical Degree,1,58-2143241,2,Male,3,3,Married,0,Yes,No,15,3,3,80,1,27,3,2,5,5,5,3,Yes
43,Travel_Femalerequently,812,Research & DevelopMaleent,17,2,44,7040,5632,Laboratory Technician,18,Other,1,17-9450286,3,Female,2,3,Married,4,Yes,No,25,2,1,80,0,15,6,3,39,12,8,15,No
46,Travel_Rarely,676,Sales,44,2,77,12320,9856,MaleanuFemaleacturing Director,16,Technical Degree,1,48-8477038,1,Female,4,2,Married,2,Yes,No,23,1,1,80,0,16,5,1,22,0,13,7,Yes
24,Travel_Rarely,1459,Human Resources,10,3,51,8160,6528,Research Director,18,Life Sciences,1,77-8216064,2,Male,3,4,Married,4,Yes,No,17,1,1,80,2,36,3,3,17,16,12,6,No
28,Non-Travel,389,Sales,31,5,140,22400,17920,Manager,14,Other,1,61-4284011,3,Male,4,1,Single,3,Yes,No,16,2,4,80,3,29,1,2,21,8,3,14,Yes
39,Travel_Rarely,1313,Human Resources,7,2,47,7520,6016,Sales Representative,16,Other,1,51-8884654,2,Female,2,4,Married,0,Yes,No,21,2,4,80,0,14,2,2,1,8,11,17,Yes
46,Travel_Rarely,1410,Human Resources,34,5,140,22400,17920,Manager,18,Technical Degree,1,02-2035139,3,Male,4,1,Single,1,Yes,No,23,4,1,80,2,13,4,2,19,9,3,2,No
48,Travel_Femalerequently,865,Research & DevelopMaleent,13,1,44,7040,5632,Human Resources,14,Human Resources,1,29-1946807,2,Male,1,3,Married,0,Yes,No,23,1,3,80,1,37,1,4,30,7,12,16,No
51,Travel_Femalerequently,527,Human Resources,31,3,140,22400,17920,MaleanuFemaleacturing Director,14,Sales,1,22-3909245,2,Male,4,4,Single,0,Yes,No,20,4,1,80,1,20,3,2,31,0,5,13,No
48,Non-Travel,261,Sales,7,4,93,14880,11904,Laboratory Technician,16,Medical,1,00-6046377,1,Female,1,2,Single,1,Yes,No,22,4,3,80,2,33,3,1,31,1,2,16,Yes
33,Travel_Femalerequently,334,Research & DevelopMaleent,15,4,72,11520,9216,Research Director,20,Medical,1,97-4264011,2,Female,2,3,Married,3,Yes,No,17,1,4,80,2,36,5,2,23,0,11,16,No
51,Non-Travel,1331,Sales,13,3,62,9920,7936,Healthcare Representative,16,Medical,1,71-5339139,2,Male,4,3,Single,6,Yes,No,15,3,4,80,2,39,6,1,24,16,2,7,Yes
56,Travel_Rarely,1068,Sales,22,1,67,10720,8576,Sales Representative,18,Life Sciences,1,52-6092752,2,Female,3,2,Married,7,Yes,No,22,2,3,80,0,26,3,4,30,20,8,10,No
53,Travel_Rarely,1420,Human Resources,1,2,54,8640,6912,Healthcare Representative,12,Other,1,89-6105113,4,Male,4,3,Single,1,Yes,No,18,4,4,80,0,34,1,1,36,15,10,7,Yes
41,Travel_Rarely,681,Research & DevelopMaleent,42,2,137,21920,17536,MaleanuFemaleacturing Director,16,Life Sciences,1,58-3636684,3,Male,1,4,Married,5,Yes,No,17,2,4,80,1,36,6,4,17,14,4,14,Yes
59,Travel_Femalerequently,1452,Sales,18,4,94,15040,12032,Laboratory Technician,16,Sales,1,31-0264255,1,Female,4,1,Married,7,Yes,No,19,4,4,80,3,27,4,4,32,1,11,11,Yes
57,Travel_Rarely,1241,Sales,49,2,73,11680,9344,Healthcare Representative,12,Technical Degree,1,64-4644313,4,Female,1,1,Single,6,Yes,No,13,3,1,80,1,26,3,2,23,5,15,11,No
40,Travel_Femalerequently,823,Research & DevelopMaleent,16,5,109,17440,13952,Manager,14,Sales,1,41-7119508,1,Male,4,4,Married,4,Yes,No,19,2,3,80,2,17,2,2,22,4,1,3,No
50,Non-Travel,1072,Research & DevelopMaleent,3,3,125,20000,16000,Manager,16,Medical,1,89-3391231,2,Male,1,1,Single,5,Yes,No,20,4,3,80,2,13,3,1,32,7,11,1,Yes
54,Travel_Femalerequently,580,Research & DevelopMaleent,31,5,126,20160,16128,MaleanuFemaleacturing Director,14,Human Resources,1,90-2936232,4,Female,3,4,Single,1,Yes,No,13,3,3,80,3,25,3,1,21,11,14,0,No
58,Non-Travel,543,Research & DevelopMaleent,28,3,43,6880,5504,Sales Representative,18,Human Resources,1,31-8895414,2,Female,4,3,Single,4,Yes,No,21,3,2,80,1,19,6,3,30,13,2,0,Yes
60,Non-Travel,721,Human Resources,21,3,105,16800,13440,MaleanuFemaleacturing Director,14,Technical Degree,1,98-4628864,1,Female,3,4,Married,4,Yes,No,25,1,1,80,2,28,1,2,33,13,11,9,No
49,Non-Travel,281,Human Resources,6,5,63,10080,8064,Sales Executive,14,Technical Degree,1,99-3202960,2,Female,1,2,Single,0,Yes,No,19,4,3,80,3,34,2,3,32,11,1,15,No
55,Travel_Femalerequently,647,Research & DevelopMaleent,22,3,116,18560,14848,Sales Executive,16,Human Resources,1,34-2629617,3,Male,3,2,Single,0,Yes,No,11,3,3,80,1,2,6,4,39,0,9,11,No
51,Travel_Femalerequently,909,Research & DevelopMaleent,33,2,113,18080,14464,Research Director,18,Other,1,61-1999884,2,Female,4,2,Single,2,Yes,No,10,2,2,80,0,13,4,3,22,18,3,2,Yes
43,Travel_Rarely,1337,Research & DevelopMaleent,39,3,50,8000,6400,Sales Representative,16,Life Sciences,1,52-3664107,2,Female,4,3,Married,2,Yes,No,10,4,4,80,2,15,2,1,30,17,7,16,No
45,Travel_Rarely,1455,Sales,8,1,85,13600,10880,Healthcare Representative,14,Life Sciences,1,11-8068258,3,Male,4,1,Married,3,Yes,No,22,3,2,80,1,3,4,2,21,1,9,10,Yes
42,Travel_Femalerequently,1365,Sales,6,1,34,5440,4352,Laboratory Technician,16,Technical Degree,1,28-0776823,3,Female,2,4,Single,5,Yes,No,15,2,4,80,1,23,3,2,33,12,14,10,Yes
31,Travel_Femalerequently,524,Research & DevelopMaleent,39,1,32,5120,4096,Sales Representative,16,Technical Degree,1,04-5440598,1,Male,2,1,Married,5,Yes,No,24,2,4,80,0,26,2,3,23,12,13,7,No
48,Non-Travel,664,Human Resources,11,2,37,5920,4736,Sales Representative,12,Technical Degree,1,04-2459035,4,Female,2,3,Married,3,Yes,No,16,3,2,80,1,11,6,2,27,11,10,17,Yes
